time,P1,P2,C1_p1_to_p1,C1_p1_to_p2,C1_p2_to_p1,C1_p2_to_p2
0.0,0.9,0.0,0.0,0.03,0.07,0.0
0.05,0.9002487688074888,5.25475776748998e-5,0.0,0.02975123119251123,0.06994745242232511,0.0
0.1,0.9004991814008079,0.00010522165804150512,0.0,0.02950081859919213,0.06989477834195851,0.0
0.15,0.9007512409041087,0.00015802282198226856,0.0,0.029248759095891273,0.06984197717801774,0.0
0.2,0.9010049489583155,0.00021095165471669207,0.0,0.028995051041684483,0.06978904834528332,0.0
0.25,0.9012603091592505,0.0002640087437555877,0.0,0.028739690840749503,0.06973599125624443,0.0
0.3,0.9015173240630379,0.0003171946806854185,0.0,0.0284826759369622,0.06968280531931459,0.0
0.35,0.9017759949380655,0.0003705100613162556,0.0,0.028224005061934548,0.06962948993868376,0.0
0.4,0.9020363217649854,0.0004239554856817796,0.0,0.0279636782350146,0.06957604451431823,0.0
0.45,0.9022983032367135,0.00047753155803927994,0.0,0.027701696763286522,0.06952246844196074,0.0
0.5,0.9025619367584294,0.000531238886869652,0.0,0.027438063241570575,0.06946876111313036,0.0
0.55,0.902827218447577,0.0005850780848774042,0.0,0.027172781552423107,0.06941492191512261,0.0
0.6,0.9030941431338635,0.0006390497689906497,0.0,0.02690585686613657,0.06936095023100936,0.0
0.65,0.9033627043592605,0.000693154560361115,0.0,0.02663729564073951,0.0693068454396389,0.0
0.7,0.9036328943780034,0.0007473930843641291,0.0,0.026367105621996578,0.06925260691563588,0.0
0.75,0.9039047041565915,0.0008017659705986339,0.0,0.026095295843408518,0.06919823402940138,0.0
0.8,0.9041781233737879,0.0008562738528871766,0.0,0.02582187662621218,0.06914372614711284,0.0
0.85,0.9044531404206195,0.0009109173692759232,0.0,0.025546859579380462,0.06908908263072408,0.0
0.9,0.9047297424003775,0.0009656971620346295,0.0,0.025270257599622453,0.06903430283796538,0.0
0.95,0.9050079151286168,0.0010206138776566861,0.0,0.024992084871383213,0.06897938612234332,0.0
1.0,0.9052876431331559,0.0010756681668590575,0.0,0.024712356866844067,0.06892433183314095,0.0
1.05,0.9055689096540778,0.001130860684582352,0.0,0.024431090345922262,0.06886913931541766,0.0
1.1,0.9058516889634792,0.0011861920957631127,0.0,0.024148311036520716,0.0688138079042369,0.0
1.15,0.9061359531886566,0.0012416630699972908,0.0,0.023864046811343454,0.06875833693000272,0.0
1.2,0.9064216831978025,0.0012972742731078217,0.0,0.023578316802197494,0.06870272572689219,0.0
1.25,0.9067088565852436,0.0013530263761708581,0.0,0.02329114341475638,0.06864697362382916,0.0
1.3,0.9069974476101177,0.0014089200555619794,0.0,0.023002552389882313,0.06859107994443803,0.0
1.35,0.9072874271963738,0.0014649559929561904,0.0,0.022712572803626187,0.06853504400704381,0.0
1.4,0.9075787629327725,0.0015211348753279227,0.0,0.02242123706722754,0.06847886512467209,0.0
1.45,0.9078714190728854,0.0015774573949510326,0.0,0.02212858092711461,0.06842254260504897,0.0
1.5,0.9081653565350957,0.001633924249398803,0.0,0.021834643464904286,0.0683660757506012,0.0
1.55,0.9084605329025979,0.0016905361415439435,0.0,0.021539467097402138,0.06830946385845607,0.0
1.6,0.9087569024233976,0.0017472937795585876,0.0,0.021243097576602414,0.06825270622044143,0.0
1.65,0.909054416010312,0.0018041978769142986,0.0,0.020945583989688012,0.06819580212308571,0.0
1.7,0.9093530212409694,0.001861249152382057,0.0,0.020646978759030547,0.06813875084761795,0.0
1.75,0.9096526623578097,0.0019184483300322827,0.0,0.02034733764219024,0.06808155166996772,0.0
1.8,0.909953280268084,0.001975796139234809,0.0,0.020046719731916043,0.0680242038607652,0.0
1.85,0.9102548125438544,0.0020332933146589008,0.0,0.01974518745614556,0.0679667066853411,0.0
1.9,0.9105571934219949,0.002090940596273251,0.0,0.019442806578005043,0.06790905940372675,0.0
1.95,0.9108603538041905,0.0021487387293459737,0.0,0.019139646195809448,0.06785126127065404,0.0
2.0,0.9111642212569376,0.002206688464444611,0.0,0.0188357787430624,0.0677933115355554,0.0
2.05,0.9114687200115438,0.002264790557436132,0.0,0.018531279988456176,0.06773520944256388,0.0
2.1,0.9117737709641283,0.002323045769486927,0.0,0.018226229035871757,0.06767695423051308,0.0
2.15,0.9120792916756213,0.0023814548670628216,0.0,0.017920708324378747,0.06761854513293719,0.0
2.2,0.9123851963717645,0.002440018621929062,0.0,0.017614803628235445,0.06755998137807095,0.0
2.25,0.9126913959431111,0.0024987378111503062,0.0,0.0173086040568889,0.0675012621888497,0.0
2.3,0.9129977979450253,0.002557613217090665,0.0,0.0170022020549747,0.06744238678290934,0.0
2.35,0.9133043065976828,0.00261664562741366,0.0,0.016695693402317167,0.06738335437258634,0.0
2.4,0.9136108227860708,0.002675835835082247,0.0,0.01638917721392926,0.06732416416491777,0.0
2.45,0.9139172440599872,0.002735184638358785,0.0,0.016082755940012742,0.06726481536164122,0.0
2.5,0.9142234646340421,0.0027946928408050784,0.0,0.01577653536595791,0.06720530715919493,0.0
2.55,0.9145293753876563,0.0028543612512823722,0.0,0.015470624612343708,0.06714563874871764,0.0
2.6,0.9148348638650621,0.0029141906839512976,0.0,0.015165136134937912,0.06708580931604871,0.0
2.65,0.9151398235896984,0.0029741819647676345,0.0,0.014860176410301544,0.06702581803523237,0.0
2.7,0.9154441528458496,0.00303433594037339,0.0,0.014555847154150347,0.06696566405962662,0.0
2.75,0.9157477032212741,0.0030946534429234455,0.0,0.014252296778725816,0.06690534655707657,0.0
2.8,0.916050324237432,0.00315513530982511,0.0,0.013949675762567905,0.0668448646901749,0.0
2.85,0.9163518667181977,0.003215782385638656,0.0,0.013648133281802276,0.06678421761436135,0.0
2.9,0.9166521827898596,0.0032765955220773195,0.0,0.013347817210140304,0.06672340447792269,0.0
2.95,0.9169511258811209,0.0033375755780073032,0.0,0.013048874118879063,0.0666624244219927,0.0
3.0,0.9172485507230986,0.0033987234194477723,0.0,0.012751449276901342,0.06660127658055223,0.0
3.05,0.9175443133493243,0.003460039919570859,0.0,0.012455686650675625,0.06653996008042914,0.0
3.1,0.9178382710957438,0.0035215259587016564,0.0,0.012161728904256108,0.06647847404129835,0.0
3.15,0.9181302826007173,0.0035831824243182254,0.0,0.011869717399282699,0.06641681757568178,0.0
3.2,0.918420207805019,0.0036450102110515913,0.0,0.011579792194980995,0.06635498978894842,0.0
3.25,0.9187079079518377,0.0037070102206857394,0.0,0.011292092048162328,0.06629298977931428,0.0
3.3,0.9189932455867762,0.0037691833621576252,0.0,0.01100675441322371,0.06623081663784239,0.0
3.35,0.919276084557852,0.0038315305515571685,0.0,0.010723915442147855,0.06616846944844285,0.0
3.4,0.9195562900154968,0.003894052712127245,0.0,0.010443709984503228,0.06610594728787277,0.0
3.45,0.919833728412556,0.003956750774263707,0.0,0.010166271587443943,0.0660432492257363,0.0
3.5,0.9201082675042901,0.0040196256755153665,0.0,0.00989173249570985,0.06598037432448464,0.0
3.55,0.9203797763483734,0.004082678360583994,0.0,0.009620223651626519,0.06591732163941602,0.0
3.6,0.9206481253048948,0.004145909781324338,0.0,0.009351874695105178,0.06585409021867566,0.0
3.65,0.9209131860363571,0.004209320896744093,0.0,0.009086813963642828,0.06579067910325592,0.0
3.7,0.9211748315076779,0.004272912673003937,0.0,0.008825168492322113,0.06572708732699607,0.0
3.75,0.9214329359861885,0.004336686083417496,0.0,0.008567064013811434,0.06566331391658252,0.0
3.8,0.9216873750416351,0.004400642108451375,0.0,0.008312624958364852,0.06559935789154864,0.0
3.85,0.9219380255461778,0.004464781735725137,0.0,0.008061974453822165,0.06553521826427487,0.0
3.9,0.9221847656743911,0.00452910596001131,0.0,0.007815234325608862,0.0654708940399887,0.0
3.95,0.9224274749032637,0.004593615783235369,0.0,0.007572525096736207,0.06540638421676465,0.0
4.0,0.9226660340121989,0.004658312214475797,0.0,0.00733396598780101,0.06534168778552421,0.0
4.05,0.922900325083014,0.004723196269963994,0.0,0.0070996749169859675,0.06527680373003601,0.0
4.1,0.9231302314999406,0.00478826897308435,0.0,0.00686976850005938,0.06521173102691566,0.0
4.15,0.9233556379496247,0.004853531354374241,0.0,0.00664436205037519,0.06514646864562577,0.0
4.2,0.9235764306240887,0.004918984451567837,0.0,0.006423569375911328,0.06508101554843217,0.0
4.25,0.9237926000336288,0.004984629329660221,0.0,0.0062073999663711625,0.06501537067033979,0.0
4.3,0.9240041610178263,0.005050467058364917,0.0,0.00599583898217369,0.06494953294163508,0.0
4.35,0.924211066304155,0.005116498700259554,0.0,0.0057889336958450305,0.06488350129974045,0.0
4.4,0.924413275526884,0.005182725327589838,0.0,0.005586724473116019,0.06481727467241016,0.0
4.45,0.9246107552270778,0.005249148022269546,0.0,0.00538924477292222,0.06475085197773045,0.0
4.5,0.9248034788525961,0.005315767875880531,0.0,0.005196521147403913,0.06468423212411947,0.0
4.55,0.9249914267580939,0.005382585989672723,0.0,0.00500857324190609,0.06461741401032728,0.0
4.6,0.9251745862050215,0.005449603474564125,0.0,0.0048254137949784726,0.06455039652543587,0.0
4.65,0.9253529513616245,0.0055168214511408156,0.0,0.004647048638375495,0.06448317854885918,0.0
4.7,0.9255265233029437,0.005584241049656946,0.0,0.004473476697056318,0.06441575895034306,0.0
4.75,0.9256953100108152,0.005651863410034744,0.0,0.004304689989184816,0.06434813658996526,0.0
4.8,0.9258593263738704,0.005719689681864512,0.0,0.004140673626129585,0.06428031031813548,0.0
4.85,0.9260185941875361,0.005787721024404627,0.0,0.003981405812463943,0.06421227897559538,0.0
4.9,0.926173142154034,0.005855958606581542,0.0,0.0038268578459659175,0.06414404139341846,0.0
4.95,0.9263230058823817,0.005924403606989782,0.0,0.003676994117618272,0.06407559639301022,0.0
5.0,0.9264682278883916,0.00599305721389195,0.0,0.003531772111608477,0.06400694278610805,0.0
5.05,0.9266088575946713,0.006061920625218718,0.0,0.00339114240532873,0.06393807937478128,0.0
5.1,0.9267449513306241,0.006130995048568843,0.0,0.0032550486693759375,0.06386900495143116,0.0
5.15,0.9268765723324482,0.006200281701209143,0.0,0.0031234276675517407,0.06379971829879086,0.0
5.2,0.9270037907431375,0.006269781810074528,0.0,0.002996209256862483,0.06373021818992547,0.0
5.25,0.9271266836124807,0.006339496611767959,0.0,0.0028733163875192544,0.06366050338823204,0.0
5.3,0.9272453348970622,0.0064094273525605,0.0,0.0027546651029378274,0.0635905726474395,0.0
5.35,0.9273598354602612,0.006479575288391269,0.0,0.0026401645397387216,0.06352042471160874,0.0
5.4,0.9274702830722528,0.006549941684867467,0.0,0.002529716927747169,0.06345005831513253,0.0
5.45,0.9275767824100069,0.006620527817264362,0.0,0.0024232175899931226,0.06337947218273564,0.0
5.5,0.9276794450572887,0.006691334970525317,0.0,0.0023205549427112422,0.06330866502947469,0.0
5.55,0.9277783895046591,0.006762364439261736,0.0,0.0022216104953409377,0.06323763556073826,0.0
5.6,0.9278737434308472,0.006833617528252298,0.0,0.00212625656915276,0.0631663824717477,0.0
5.65,0.9279657438428183,0.006905095579250751,0.0,0.0020342561571816973,0.06309490442074926,0.0
5.7,0.9280545060050445,0.0069767999317364845,0.0,0.0019454939949554535,0.06302320006826352,0.0
5.75,0.9281400616570407,0.007048731921481452,0.0,0.0018599383429593675,0.06295126807851856,0.0
5.8,0.9282224469101333,0.007120892897331409,0.0,0.0017775530898666491,0.0628791071026686,0.0
5.85,0.9283017022474616,0.007193284221205918,0.0,0.0016982977525383783,0.06280671577879408,0.0
5.9,0.9283778725239765,0.007265907268098343,0.0,0.0016221274760235024,0.06273409273190166,0.0
5.95,0.9284510069664411,0.007338763426075856,0.0,0.0015489930335588439,0.06266123657392415,0.0
6.0,0.9285211591734309,0.007411854096279433,0.0,0.0014788408265690902,0.06258814590372057,0.0
6.05,0.9285883871153332,0.007485180692923855,0.0,0.0014116128846668001,0.06251481930707616,0.0
6.1,0.9286527531343476,0.007558744643297706,0.0,0.0013472468656524018,0.0624412553567023,0.0
6.15,0.9287143239444858,0.007632547387763382,0.0,0.0012856760555141936,0.062367452612236626,0.0
6.2,0.9287731706315716,0.0077065903797570705,0.0,0.0012268293684283436,0.062293409620242934,0.0
6.25,0.9288293686532411,0.0077808750857887785,0.0,0.0011706313467588906,0.06221912491421123,0.0
6.3,0.9288829978389422,0.007855402985442305,0.0,0.001117002161057741,0.0621445970145577,0.0
6.35,0.9289341423899353,0.007930175571375273,0.0,0.0010658576100646734,0.062069824428624736,0.0
6.4,0.9289828908792926,0.008005194349319083,0.0,0.0010171091207073326,0.061994805650680926,0.0
6.45,0.9290293362518988,0.008080460838078963,0.0,0.000970663748101238,0.06191953916192104,0.0
6.5,0.9290735758244502,0.008155976569533938,0.0,0.0009264241755497756,0.06184402343046607,0.0
6.55,0.9291157112854558,0.00823174308863684,0.0,0.0008842887145442014,0.061768256911363166,0.0
6.6,0.9291558486952364,0.008307761953414294,0.0,0.0008441513047636415,0.06169223804658571,0.0
6.65,0.9291940984859249,0.008384034734966754,0.0,0.000805901514075092,0.061615965265033254,0.0
6.7,0.9292305754614666,0.008460563017468458,0.0,0.00076942453853342,0.061539436982531545,0.0
6.75,0.9292653987976186,0.008537348398167457,0.0,0.0007346012023813596,0.06146265160183255,0.0
6.8,0.9292986920419505,0.008614392487385603,0.0,0.0007013079580495186,0.061385607512614404,0.0
6.85,0.9293305831138436,0.008691696908518561,0.0,0.0006694168861563676,0.06130830309148144,0.0
6.9,0.9293612043044918,0.008769263298035797,0.0,0.0006387956955082546,0.06123073670196421,0.0
6.95,0.9293906922769006,0.008847093305480563,0.0,0.0006093077230993922,0.06115290669451944,0.0
7.0,0.9294191880626332,0.008925188593470296,0.0,0.0005808119373667264,0.06107481140652971,0.0
7.05,0.9294466059768202,0.00900355085977273,0.0,0.0005533940231797863,0.060996449140227275,0.0
7.1,0.9294727970151452,0.00908218181899596,0.0,0.0005272029848548164,0.060917818181004044,0.0
7.15,0.9294978050743883,0.009161083182270291,0.0,0.0005021949256116977,0.06083891681772971,0.0
7.2,0.9295216734274789,0.00924025667799223,0.0,0.00047832657252102034,0.06075974332200777,0.0
7.25,0.929544444723496,0.009319704051824492,0.0,0.00045555527650407984,0.06068029594817551,0.0
7.3,0.9295661609876671,0.009399427066696,0.0,0.00043383901233287923,0.06060057293330401,0.0
7.35,0.9295868636213699,0.00947942750280187,0.0,0.0004131363786301291,0.06052057249719814,0.0
7.4,0.9296065934021307,0.009559707157603441,0.0,0.0003934065978692461,0.06044029284239656,0.0
7.45,0.9296253904836257,0.009640267845828242,0.0,0.0003746095163743557,0.060359732154171765,0.0
7.5,0.9296432943956797,0.009721111399470019,0.0,0.000356705604320289,0.06027888860052999,0.0
7.55,0.9296603440442675,0.00980223966778871,0.0,0.00033965595573258494,0.060197760332211296,0.0
7.6,0.9296765777115125,0.009883654517310473,0.0,0.000323422288487489,0.06011634548268953,0.0
7.65,0.929692033055688,0.00996535783182766,0.0,0.00030796694431195433,0.06003464216817234,0.0
7.7,0.9297067471112164,0.010047351512398833,0.0,0.0002932528887836413,0.05995264848760117,0.0
7.75,0.9297207562886691,0.010129637477348756,0.0,0.00027924371133091706,0.05987036252265125,0.0
7.8,0.9297340963747671,0.010212217662268411,0.0,0.00026590362523285535,0.0597877823377316,0.0
7.85,0.9297468025323807,0.010295094020014958,0.0,0.0002531974676192386,0.05970490597998505,0.0
7.9,0.9297589093005294,0.010378268520711791,0.0,0.00024109069947055413,0.05962173147928821,0.0
7.95,0.929770450594382,0.010461743151748493,0.0,0.00022954940561799861,0.059538256848251515,0.0
8.0,0.9297814597052565,0.010545519917780863,0.0,0.00021854029474347448,0.05945448008221914,0.0
8.05,0.9297919693006204,0.010629600840730882,0.0,0.00020803069937959175,0.05937039915926912,0.0
8.1,0.9298020078982585,0.010713987982525973,0.0,0.00019799210174142821,0.05928601201747403,0.0
8.15,0.9298115921950095,0.01079868342525641,0.0,0.00018840780499040886,0.0592013165747436,0.0
8.2,0.9298207369624807,0.010883689242330723,0.0,0.00017926303751934593,0.05911631075766928,0.0
8.25,0.9298294568990382,0.010969007529841058,0.0,0.0001705431009618601,0.05903099247015895,0.0
8.3,0.9298377666258613,0.011054640406652091,0.0,0.00016223337413877106,0.058945359593347915,0.0
8.35,0.9298456806869418,0.011140590014401054,0.0,0.0001543193130580964,0.05885940998559895,0.0
8.4,0.9298532135490849,0.011226858517497731,0.0,0.00014678645091505094,0.058773141482502275,0.0
8.45,0.9298603796019079,0.011313448103124447,0.0,0.00013962039809204855,0.058686551896875556,0.0
8.5,0.9298671931578413,0.011400360981236084,0.0,0.0001328068421587002,0.05859963901876392,0.0
8.55,0.9298736684521282,0.011487599384560057,0.0,0.0001263315478718154,0.05851240061543995,0.0
8.6,0.9298798196428246,0.011575165568596344,0.0,0.00012018035717540196,0.05842483443140366,0.0
8.65,0.9298856608107993,0.011663061811617467,0.0,0.00011433918920066474,0.05833693818838254,0.0
8.7,0.929891205959734,0.011751290414668486,0.0,0.00010879404026600754,0.058248709585331515,0.0
8.75,0.929896469016123,0.011839853701567031,0.0,0.0001035309838770317,0.058160146298432976,0.0
8.8,0.9299014638292734,0.01192875401890326,0.0,9.853617072653669e-5,0.058071245981096746,0.0
8.85,0.9299062041713054,0.012017993736039881,0.0,9.379582869452016e-5,0.05798200626396013,0.0
8.9,0.9299107037371518,0.012107575245112166,0.0,8.929626284817737e-5,0.05789242475488784,0.0
8.95,0.9299149761445581,0.012197500961027912,0.0,8.502385544190202e-5,0.0578024990389721,0.0
9.0,0.9299190349340827,0.01228777332146749,0.0,8.096506591728562e-5,0.05771222667853251,0.0
9.05,0.9299228935690969,0.012378394786883786,0.0,7.710643090311731e-5,0.05762160521311622,0.0
9.1,0.9299265654357846,0.01246936784050228,0.0,7.34345642153855e-5,0.057530632159497726,0.0
9.15,0.9299300638431427,0.012560694988320945,0.0,6.993615685727466e-5,0.05743930501167906,0.0
9.2,0.9299334020229808,0.012652378759110352,0.0,6.659797701916942e-5,0.05734762124088965,0.0
9.25,0.9299365931299214,0.012744421704413597,0.0,6.340687007865091e-5,0.05725557829558641,0.0
9.3,0.9299396502413995,0.012836826398546308,0.0,6.034975860049826e-5,0.0571631736014537,0.0
9.35,0.9299425810814528,0.012929595446616789,0.0,5.741891854720711e-5,0.05707040455338321,0.0
9.4,0.9299453729178938,0.01302273150966936,0.0,5.4627082106109276e-5,0.05697726849033064,0.0
9.45,0.9299480297067496,0.013116237252219252,0.0,5.197029325034452e-5,0.05688376274778075,0.0
9.5,0.929950557694422,0.01321011536393398,0.0,4.944230557787317e-5,0.056789884636066025,0.0
9.55,0.9299529629128005,0.01330436856337516,0.0,4.703708719943812e-5,0.056695631436624844,0.0
9.6,0.9299552511792614,0.013398999597998514,0.0,4.474882073856438e-5,0.05660100040200149,0.0
9.65,0.9299574280966684,0.013494011244153878,0.0,4.257190333155904e-5,0.05650598875584612,0.0
9.7,0.9299594990533724,0.01358940630708519,0.0,4.050094662751168e-5,0.05641059369291481,0.0
9.75,0.9299614692232117,0.013685187620930501,0.0,3.8530776788293816e-5,0.056314812379069504,0.0
9.8,0.9299633435655114,0.013781358048721966,0.0,3.665643448855945e-5,0.056218641951278035,0.0
9.85,0.9299651268250843,0.01387792048238584,0.0,3.4873174915744774e-5,0.056122079517614165,0.0
9.9,0.9299668235322299,0.013974877842742508,0.0,3.317646777006792e-5,0.056025122157257495,0.0
9.95,0.9299684380027354,0.014072233079506427,0.0,3.156199726452976e-5,0.055927766920493574,0.0
10.0,0.9299699743378751,0.014169989171286212,0.0,3.0025662124912764e-5,0.05583001082871379,0.0
